F225|1578.157.peg.1113	F225|1578.157.peg.303	F233|1578.182.peg.304	F233|1578.182.peg.65	F234|1578.177.peg.1034	F234|1578.177.peg.295	F234|1578.177.peg.59	F236|1578.178.peg.1033	F236|1578.178.peg.295	F236|1578.178.peg.59	F237|1578.154.peg.1033	F237|1578.154.peg.296	F237|1578.154.peg.59	F230|1578.175.peg.63
F225|1578.157.peg.873	F230|1578.175.peg.919	F234|1578.177.peg.1568	F236|1578.178.peg.1567	F237|1578.154.peg.1531	F245|1578.158.peg.905	F246|1578.151.peg.902	F247|1578.150.peg.906	F234|1578.177.peg.1545	F236|1578.178.peg.1475	F237|1578.154.peg.1589
F225|1578.157.peg.1424	F228|1578.155.peg.1505	F230|1578.175.peg.1510	F233|1578.182.peg.1467	F234|1578.177.peg.1351	F236|1578.178.peg.1350	F237|1578.154.peg.1349	F245|1578.158.peg.1481	F246|1578.151.peg.1477	F247|1578.150.peg.1482
F225|1578.157.peg.1480	F228|1578.155.peg.1555	F230|1578.175.peg.1574	F233|1578.182.peg.1523	F234|1578.177.peg.1410	F236|1578.178.peg.1409	F237|1578.154.peg.1408	F245|1578.158.peg.1539	F246|1578.151.peg.1535	F247|1578.150.peg.1540
F225|1578.157.peg.1481	F228|1578.155.peg.1556	F230|1578.175.peg.1575	F233|1578.182.peg.1524	F234|1578.177.peg.1411	F236|1578.178.peg.1410	F237|1578.154.peg.1409	F245|1578.158.peg.1540	F246|1578.151.peg.1536	F247|1578.150.peg.1541
F225|1578.157.peg.1495	F228|1578.155.peg.1576	F230|1578.175.peg.1586	F233|1578.182.peg.1542	F234|1578.177.peg.1424	F236|1578.178.peg.1423	F237|1578.154.peg.1422	F245|1578.158.peg.1561	F246|1578.151.peg.1559	F247|1578.150.peg.1563
F225|1578.157.peg.1524	F228|1578.155.peg.1608	F230|1578.175.peg.1615	F233|1578.182.peg.1571	F234|1578.177.peg.1453	F236|1578.178.peg.1452	F237|1578.154.peg.1451	F245|1578.158.peg.1591	F246|1578.151.peg.1589	F247|1578.150.peg.1593
F225|1578.157.peg.730	F228|1578.155.peg.833	F230|1578.175.peg.760	F233|1578.182.peg.732	F234|1578.177.peg.715	F236|1578.178.peg.714	F237|1578.154.peg.714	F245|1578.158.peg.777	F246|1578.151.peg.775	F247|1578.150.peg.777
F225|1578.157.peg.749	F228|1578.155.peg.860	F230|1578.175.peg.780	F233|1578.182.peg.752	F234|1578.177.peg.734	F236|1578.178.peg.733	F237|1578.154.peg.733	F245|1578.158.peg.805	F246|1578.151.peg.803	F247|1578.150.peg.805
F225|1578.157.peg.893	F228|1578.155.peg.975	F230|1578.175.peg.942	F233|1578.182.peg.867	F234|1578.177.peg.787	F236|1578.178.peg.785	F237|1578.154.peg.785	F245|1578.158.peg.929	F246|1578.151.peg.925	F247|1578.150.peg.929
F228|1578.155.peg.132	F230|1578.175.peg.177	F233|1578.182.peg.167	F234|1578.177.peg.160	F236|1578.178.peg.160	F237|1578.154.peg.160	F245|1578.158.peg.1609	F246|1578.151.peg.1601	F247|1578.150.peg.1605
F225|1578.157.peg.1568	F228|1578.155.peg.407	F234|1578.177.peg.1496	F236|1578.178.peg.1515	F237|1578.154.peg.1511	F245|1578.158.peg.403	F246|1578.151.peg.404	F247|1578.150.peg.403
F225|1578.157.peg.1083	F228|1578.155.peg.1181	F230|1578.175.peg.1160	F233|1578.182.peg.1145	F234|1578.177.peg.1006	F236|1578.178.peg.1005	F237|1578.154.peg.1005
F225|1578.157.peg.1482	F228|1578.155.peg.1557	F230|1578.175.peg.1576	F233|1578.182.peg.1525	F234|1578.177.peg.1412	F236|1578.178.peg.1411	F237|1578.154.peg.1410
F225|1578.157.peg.1599	F234|1578.177.peg.894	F236|1578.178.peg.892	F237|1578.154.peg.892	F225|1578.157.peg.810	F230|1578.175.peg.903	F233|1578.182.peg.856
F225|1578.157.peg.22	F228|1578.155.peg.23	F230|1578.175.peg.32	F233|1578.182.peg.34	F234|1578.177.peg.30	F236|1578.178.peg.30	F237|1578.154.peg.30
F228|1578.155.peg.1567	F234|1578.177.peg.1474	F236|1578.178.peg.1496	F237|1578.154.peg.1491	F245|1578.158.peg.1551	F246|1578.151.peg.1548	F247|1578.150.peg.1553
F230|1578.175.peg.923	F234|1578.177.peg.1572	F236|1578.178.peg.1571	F237|1578.154.peg.1535	F245|1578.158.peg.909	F246|1578.151.peg.906	F247|1578.150.peg.910
F233|1578.182.peg.105	F234|1578.177.peg.100	F236|1578.178.peg.100	F237|1578.154.peg.100	F245|1578.158.peg.109	F246|1578.151.peg.109	F247|1578.150.peg.109
F225|1578.157.peg.103	F230|1578.175.peg.116	F233|1578.182.peg.111	F234|1578.177.peg.107	F236|1578.178.peg.107	F237|1578.154.peg.107
F225|1578.157.peg.105	F230|1578.175.peg.119	F233|1578.182.peg.114	F234|1578.177.peg.109	F236|1578.178.peg.109	F237|1578.154.peg.109
F225|1578.157.peg.1108	F230|1578.175.peg.1185	F233|1578.182.peg.1164	F234|1578.177.peg.1031	F236|1578.178.peg.1030	F237|1578.154.peg.1030
F225|1578.157.peg.1109	F230|1578.175.peg.1186	F233|1578.182.peg.1165	F234|1578.177.peg.1032	F236|1578.178.peg.1031	F237|1578.154.peg.1031
F225|1578.157.peg.1110	F230|1578.175.peg.1187	F233|1578.182.peg.1166	F234|1578.177.peg.1033	F236|1578.178.peg.1032	F237|1578.154.peg.1032
F225|1578.157.peg.1387	F230|1578.175.peg.1473	F233|1578.182.peg.1436	F234|1578.177.peg.1314	F236|1578.178.peg.1313	F237|1578.154.peg.1312
F225|1578.157.peg.1411	F230|1578.175.peg.1497	F233|1578.182.peg.1460	F234|1578.177.peg.1338	F236|1578.178.peg.1337	F237|1578.154.peg.1336
F225|1578.157.peg.242	F230|1578.175.peg.260	F233|1578.182.peg.252	F234|1578.177.peg.241	F236|1578.178.peg.241	F237|1578.154.peg.241
F225|1578.157.peg.243	F230|1578.175.peg.261	F233|1578.182.peg.253	F234|1578.177.peg.242	F236|1578.178.peg.242	F237|1578.154.peg.242
F225|1578.157.peg.337	F230|1578.175.peg.352	F233|1578.182.peg.345	F234|1578.177.peg.329	F236|1578.178.peg.329	F237|1578.154.peg.329
F225|1578.157.peg.401	F230|1578.175.peg.442	F233|1578.182.peg.417	F234|1578.177.peg.395	F236|1578.178.peg.395	F237|1578.154.peg.395
F225|1578.157.peg.402	F230|1578.175.peg.443	F233|1578.182.peg.418	F234|1578.177.peg.396	F236|1578.178.peg.396	F237|1578.154.peg.396
F225|1578.157.peg.403	F230|1578.175.peg.444	F233|1578.182.peg.419	F234|1578.177.peg.397	F236|1578.178.peg.397	F237|1578.154.peg.397
F225|1578.157.peg.408	F230|1578.175.peg.449	F233|1578.182.peg.424	F234|1578.177.peg.402	F236|1578.178.peg.402	F237|1578.154.peg.402
F225|1578.157.peg.516	F230|1578.175.peg.557	F233|1578.182.peg.534	F234|1578.177.peg.511	F236|1578.178.peg.511	F237|1578.154.peg.511
F225|1578.157.peg.619	F230|1578.175.peg.649	F233|1578.182.peg.624	F234|1578.177.peg.605	F236|1578.178.peg.604	F237|1578.154.peg.604
F225|1578.157.peg.835	F233|1578.182.peg.982	F234|1578.177.peg.898	F236|1578.178.peg.896	F237|1578.154.peg.896	F228|1578.155.peg.918
F225|1578.157.peg.888	F230|1578.175.peg.936	F233|1578.182.peg.865	F234|1578.177.peg.786	F236|1578.178.peg.784	F237|1578.154.peg.784
F225|1578.157.peg.923	F230|1578.175.peg.972	F233|1578.182.peg.896	F234|1578.177.peg.816	F236|1578.178.peg.814	F237|1578.154.peg.814
F225|1578.157.peg.99	F230|1578.175.peg.112	F233|1578.182.peg.108	F234|1578.177.peg.102	F236|1578.178.peg.102	F237|1578.154.peg.102
F234|1578.177.peg.1549	F236|1578.178.peg.1471	F237|1578.154.peg.1585	F245|1578.158.peg.900	F246|1578.151.peg.897	F247|1578.150.peg.901
F234|1578.177.peg.1587	F236|1578.178.peg.1603	F237|1578.154.peg.1462	F245|1578.158.peg.896	F246|1578.151.peg.893	F247|1578.150.peg.897
F228|1578.155.peg.1622	F228|1578.155.peg.91	F245|1578.158.peg.110	F246|1578.151.peg.110	F247|1578.150.peg.110
F225|1578.157.peg.1087	F230|1578.175.peg.1164	F234|1578.177.peg.1010	F236|1578.178.peg.1009	F237|1578.154.peg.1009
F225|1578.157.peg.1111	F230|1578.175.peg.1188	F234|1578.177.peg.1611	F236|1578.178.peg.1587	F237|1578.154.peg.1608
F225|1578.157.peg.1112	F230|1578.175.peg.1189	F234|1578.177.peg.1612	F236|1578.178.peg.1588	F237|1578.154.peg.1609
F225|1578.157.peg.1243	F230|1578.175.peg.1328	F234|1578.177.peg.1167	F236|1578.178.peg.1166	F237|1578.154.peg.1165
F225|1578.157.peg.1323	F230|1578.175.peg.1405	F234|1578.177.peg.1251	F236|1578.178.peg.1250	F237|1578.154.peg.1249
F225|1578.157.peg.1324	F230|1578.175.peg.1406	F234|1578.177.peg.1252	F236|1578.178.peg.1251	F237|1578.154.peg.1250
F225|1578.157.peg.1377	F230|1578.175.peg.1463	F234|1578.177.peg.1304	F236|1578.178.peg.1303	F237|1578.154.peg.1302
F225|1578.157.peg.1423	F230|1578.175.peg.1509	F234|1578.177.peg.1350	F236|1578.178.peg.1349	F237|1578.154.peg.1348
F225|1578.157.peg.1470	F230|1578.175.peg.1565	F234|1578.177.peg.1400	F236|1578.178.peg.1399	F237|1578.154.peg.1398
F225|1578.157.peg.1471	F230|1578.175.peg.1566	F234|1578.177.peg.1401	F236|1578.178.peg.1400	F237|1578.154.peg.1399
F225|1578.157.peg.1488	F233|1578.182.peg.1534	F234|1578.177.peg.1417	F236|1578.178.peg.1416	F237|1578.154.peg.1415
F225|1578.157.peg.1532	F230|1578.175.peg.1623	F234|1578.177.peg.1461	F236|1578.178.peg.1460	F237|1578.154.peg.1459
F225|1578.157.peg.1600	F230|1578.175.peg.842	F234|1578.177.peg.1529	F236|1578.178.peg.1532	F237|1578.154.peg.1548
F225|1578.157.peg.352	F233|1578.182.peg.361	F234|1578.177.peg.343	F236|1578.178.peg.343	F237|1578.154.peg.343
F225|1578.157.peg.400	F233|1578.182.peg.415	F234|1578.177.peg.394	F236|1578.178.peg.394	F237|1578.154.peg.394
F225|1578.157.peg.407	F230|1578.175.peg.448	F234|1578.177.peg.401	F236|1578.178.peg.401	F237|1578.154.peg.401
F225|1578.157.peg.465	F233|1578.182.peg.482	F234|1578.177.peg.460	F236|1578.178.peg.460	F237|1578.154.peg.460
F225|1578.157.peg.496	F230|1578.175.peg.537	F234|1578.177.peg.491	F236|1578.178.peg.491	F237|1578.154.peg.491
F225|1578.157.peg.497	F230|1578.175.peg.538	F234|1578.177.peg.492	F236|1578.178.peg.492	F237|1578.154.peg.492
F225|1578.157.peg.534	F230|1578.175.peg.575	F234|1578.177.peg.529	F236|1578.178.peg.529	F237|1578.154.peg.529
F225|1578.157.peg.618	F230|1578.175.peg.648	F234|1578.177.peg.604	F236|1578.178.peg.603	F237|1578.154.peg.603
F225|1578.157.peg.792	F230|1578.175.peg.824	F234|1578.177.peg.768	F236|1578.178.peg.767	F237|1578.154.peg.766
F228|1578.155.peg.949	F230|1578.175.peg.914	F234|1578.177.peg.1552	F236|1578.178.peg.1468	F237|1578.154.peg.1582
F225|1578.157.peg.877	F230|1578.175.peg.924	F234|1578.177.peg.1573	F236|1578.178.peg.1572	F237|1578.154.peg.1536
F228|1578.155.peg.960	F230|1578.175.peg.888	F234|1578.177.peg.1540	F236|1578.178.peg.1480	F237|1578.154.peg.1594
F225|1578.157.peg.879	F228|1578.155.peg.961	F234|1578.177.peg.1575	F236|1578.178.peg.1574	F237|1578.154.peg.1538
F228|1578.155.peg.974	F245|1578.158.peg.928	F246|1578.151.peg.924	F247|1578.150.peg.928	F233|1578.182.peg.866
F228|1578.155.peg.1097	F233|1578.182.peg.822	F245|1578.158.peg.1054	F246|1578.151.peg.1050	F247|1578.150.peg.1054
F228|1578.155.peg.1542	F233|1578.182.peg.1513	F245|1578.158.peg.1521	F246|1578.151.peg.1517	F247|1578.150.peg.1522
F228|1578.155.peg.1553	F233|1578.182.peg.1041	F245|1578.158.peg.1537	F246|1578.151.peg.1533	F247|1578.150.peg.1538
F228|1578.155.peg.265	F233|1578.182.peg.245	F245|1578.158.peg.270	F246|1578.151.peg.270	F247|1578.150.peg.270
F228|1578.155.peg.351	F230|1578.175.peg.429	F245|1578.158.peg.346	F246|1578.151.peg.346	F247|1578.150.peg.346
F228|1578.155.peg.512	F233|1578.182.peg.794	F245|1578.158.peg.467	F246|1578.151.peg.467	F247|1578.150.peg.467
F228|1578.155.peg.900	F233|1578.182.peg.817	F245|1578.158.peg.845	F246|1578.151.peg.842	F247|1578.150.peg.845
F228|1578.155.peg.966	F230|1578.175.peg.930	F234|1578.177.peg.1608	F236|1578.178.peg.1589	F237|1578.154.peg.1610
F230|1578.175.peg.1556	F233|1578.182.peg.1502	F234|1578.177.peg.1391	F236|1578.178.peg.1390	F237|1578.154.peg.1389
F230|1578.175.peg.176	F233|1578.182.peg.166	F234|1578.177.peg.159	F236|1578.178.peg.159	F237|1578.154.peg.159
F225|1578.157.peg.1013	F234|1578.177.peg.934	F236|1578.178.peg.933	F237|1578.154.peg.933
F225|1578.157.peg.1014	F234|1578.177.peg.936	F236|1578.178.peg.935	F237|1578.154.peg.935
F225|1578.157.peg.1016	F234|1578.177.peg.939	F236|1578.178.peg.938	F237|1578.154.peg.938
F225|1578.157.peg.153	F234|1578.177.peg.156	F236|1578.178.peg.156	F237|1578.154.peg.156
F225|1578.157.peg.1558	F234|1578.177.peg.1487	F236|1578.178.peg.1524	F237|1578.154.peg.1520
F225|1578.157.peg.1559	F234|1578.177.peg.1488	F236|1578.178.peg.1523	F237|1578.154.peg.1519
F225|1578.157.peg.1564	F234|1578.177.peg.1493	F236|1578.178.peg.1518	F237|1578.154.peg.1514
F225|1578.157.peg.1571	F234|1578.177.peg.1499	F236|1578.178.peg.1512	F237|1578.154.peg.1508
F225|1578.157.peg.1601	F234|1578.177.peg.896	F236|1578.178.peg.894	F237|1578.154.peg.894
F225|1578.157.peg.19	F234|1578.177.peg.27	F236|1578.178.peg.27	F237|1578.154.peg.27
F225|1578.157.peg.20	F234|1578.177.peg.28	F236|1578.178.peg.28	F237|1578.154.peg.28
F225|1578.157.peg.399	F234|1578.177.peg.392	F236|1578.178.peg.392	F237|1578.154.peg.392
F228|1578.155.peg.573	F245|1578.158.peg.529	F246|1578.151.peg.529	F247|1578.150.peg.529
F230|1578.175.peg.16	F245|1578.158.peg.16	F246|1578.151.peg.16	F247|1578.150.peg.16
F225|1578.157.peg.759	F230|1578.175.peg.790	F234|1578.177.peg.744	F236|1578.178.peg.743
F225|1578.157.peg.801	F234|1578.177.peg.777	F236|1578.178.peg.776	F237|1578.154.peg.775
F225|1578.157.peg.826	F234|1578.177.peg.892	F236|1578.178.peg.890	F237|1578.154.peg.890
F225|1578.157.peg.878	F234|1578.177.peg.1574	F236|1578.178.peg.1573	F237|1578.154.peg.1537
F228|1578.155.peg.100	F245|1578.158.peg.124	F246|1578.151.peg.124	F247|1578.150.peg.124
F228|1578.155.peg.101	F245|1578.158.peg.125	F246|1578.151.peg.125	F247|1578.150.peg.125
F228|1578.155.peg.1066	F245|1578.158.peg.1022	F246|1578.151.peg.1018	F247|1578.150.peg.1022
F228|1578.155.peg.1068	F245|1578.158.peg.1024	F246|1578.151.peg.1020	F247|1578.150.peg.1024
F228|1578.155.peg.1083	F245|1578.158.peg.1038	F246|1578.151.peg.1034	F247|1578.150.peg.1038
F228|1578.155.peg.1089	F245|1578.158.peg.1045	F246|1578.151.peg.1041	F247|1578.150.peg.1045
F228|1578.155.peg.1096	F245|1578.158.peg.1053	F246|1578.151.peg.1049	F247|1578.150.peg.1053
F228|1578.155.peg.1098	F245|1578.158.peg.1055	F246|1578.151.peg.1051	F247|1578.150.peg.1055
F228|1578.155.peg.1099	F245|1578.158.peg.1056	F246|1578.151.peg.1052	F247|1578.150.peg.1056
F228|1578.155.peg.1101	F245|1578.158.peg.1067	F246|1578.151.peg.1062	F247|1578.150.peg.1067
F228|1578.155.peg.1102	F245|1578.158.peg.1068	F246|1578.151.peg.1063	F247|1578.150.peg.1068
F228|1578.155.peg.119	F245|1578.158.peg.1225	F246|1578.151.peg.1220	F247|1578.150.peg.1225
F228|1578.155.peg.1192	F245|1578.158.peg.1158	F246|1578.151.peg.1153	F247|1578.150.peg.1158
F228|1578.155.peg.1222	F245|1578.158.peg.1188	F246|1578.151.peg.1183	F247|1578.150.peg.1188
F228|1578.155.peg.1259	F245|1578.158.peg.1149	F246|1578.151.peg.1144	F247|1578.150.peg.1149
F228|1578.155.peg.1275	F245|1578.158.peg.1242	F246|1578.151.peg.1238	F247|1578.150.peg.1243
F228|1578.155.peg.1328	F245|1578.158.peg.1294	F246|1578.151.peg.1290	F247|1578.150.peg.1295
F228|1578.155.peg.1330	F245|1578.158.peg.1296	F246|1578.151.peg.1292	F247|1578.150.peg.1297
F228|1578.155.peg.1368	F245|1578.158.peg.1339	F246|1578.151.peg.1335	F247|1578.150.peg.1340
F228|1578.155.peg.1369	F245|1578.158.peg.1340	F246|1578.151.peg.1336	F247|1578.150.peg.1341
F228|1578.155.peg.1401	F245|1578.158.peg.1373	F246|1578.151.peg.1369	F247|1578.150.peg.1374
F228|1578.155.peg.1447	F245|1578.158.peg.1418	F246|1578.151.peg.1414	F247|1578.150.peg.1419
F228|1578.155.peg.1467	F245|1578.158.peg.1441	F246|1578.151.peg.1437	F247|1578.150.peg.1442
F228|1578.155.peg.1563	F245|1578.158.peg.1549	F246|1578.151.peg.1545	F247|1578.150.peg.1550
F228|1578.155.peg.1565	F245|1578.158.peg.1550	F246|1578.151.peg.1546	F247|1578.150.peg.1551
F228|1578.155.peg.16	F245|1578.158.peg.25	F246|1578.151.peg.25	F247|1578.150.peg.25
F228|1578.155.peg.1616	F245|1578.158.peg.1600	F246|1578.151.peg.1598	F247|1578.150.peg.1602
F228|1578.155.peg.1617	F245|1578.158.peg.1601	F246|1578.151.peg.1599	F247|1578.150.peg.1603
F228|1578.155.peg.1625	F245|1578.158.peg.1608	F246|1578.151.peg.1600	F247|1578.150.peg.1604
F228|1578.155.peg.166	F245|1578.158.peg.180	F246|1578.151.peg.180	F247|1578.150.peg.180
F228|1578.155.peg.21	F245|1578.158.peg.30	F246|1578.151.peg.30	F247|1578.150.peg.30
F228|1578.155.peg.24	F245|1578.158.peg.35	F246|1578.151.peg.35	F247|1578.150.peg.35
F228|1578.155.peg.267	F245|1578.158.peg.272	F246|1578.151.peg.272	F247|1578.150.peg.272
F228|1578.155.peg.349	F245|1578.158.peg.344	F246|1578.151.peg.344	F247|1578.150.peg.344
F228|1578.155.peg.350	F245|1578.158.peg.345	F246|1578.151.peg.345	F247|1578.150.peg.345
F228|1578.155.peg.404	F245|1578.158.peg.400	F246|1578.151.peg.401	F247|1578.150.peg.400
F228|1578.155.peg.405	F245|1578.158.peg.401	F246|1578.151.peg.402	F247|1578.150.peg.401
F228|1578.155.peg.412	F245|1578.158.peg.408	F246|1578.151.peg.409	F247|1578.150.peg.408
F228|1578.155.peg.508	F245|1578.158.peg.462	F246|1578.151.peg.463	F247|1578.150.peg.462
F228|1578.155.peg.509	F245|1578.158.peg.463	F246|1578.151.peg.464	F247|1578.150.peg.463
F228|1578.155.peg.514	F245|1578.158.peg.469	F246|1578.151.peg.469	F247|1578.150.peg.469
F228|1578.155.peg.574	F245|1578.158.peg.530	F246|1578.151.peg.530	F247|1578.150.peg.530
F228|1578.155.peg.635	F245|1578.158.peg.576	F246|1578.151.peg.575	F247|1578.150.peg.577
F228|1578.155.peg.636	F245|1578.158.peg.577	F246|1578.151.peg.576	F247|1578.150.peg.578
F228|1578.155.peg.638	F245|1578.158.peg.580	F246|1578.151.peg.579	F247|1578.150.peg.581
F228|1578.155.peg.752	F245|1578.158.peg.697	F246|1578.151.peg.695	F247|1578.150.peg.697
F228|1578.155.peg.755	F245|1578.158.peg.700	F246|1578.151.peg.698	F247|1578.150.peg.700
F228|1578.155.peg.781	F245|1578.158.peg.725	F246|1578.151.peg.723	F247|1578.150.peg.725
F228|1578.155.peg.782	F245|1578.158.peg.726	F246|1578.151.peg.724	F247|1578.150.peg.726
F228|1578.155.peg.784	F245|1578.158.peg.728	F246|1578.151.peg.726	F247|1578.150.peg.728
F228|1578.155.peg.785	F245|1578.158.peg.729	F246|1578.151.peg.727	F247|1578.150.peg.729
F228|1578.155.peg.786	F245|1578.158.peg.730	F246|1578.151.peg.728	F247|1578.150.peg.730
F228|1578.155.peg.787	F245|1578.158.peg.731	F246|1578.151.peg.729	F247|1578.150.peg.731
F228|1578.155.peg.788	F245|1578.158.peg.732	F246|1578.151.peg.730	F247|1578.150.peg.732
F228|1578.155.peg.789	F245|1578.158.peg.733	F246|1578.151.peg.731	F247|1578.150.peg.733
F228|1578.155.peg.790	F245|1578.158.peg.734	F246|1578.151.peg.732	F247|1578.150.peg.734
F228|1578.155.peg.792	F245|1578.158.peg.736	F246|1578.151.peg.733	F247|1578.150.peg.736
F228|1578.155.peg.793	F245|1578.158.peg.737	F246|1578.151.peg.734	F247|1578.150.peg.737
F228|1578.155.peg.795	F245|1578.158.peg.738	F246|1578.151.peg.736	F247|1578.150.peg.738
F228|1578.155.peg.796	F245|1578.158.peg.739	F246|1578.151.peg.737	F247|1578.150.peg.739
F228|1578.155.peg.797	F245|1578.158.peg.740	F246|1578.151.peg.738	F247|1578.150.peg.740
F228|1578.155.peg.829	F245|1578.158.peg.773	F246|1578.151.peg.771	F247|1578.150.peg.773
F228|1578.155.peg.849	F245|1578.158.peg.794	F246|1578.151.peg.792	F247|1578.150.peg.794
F228|1578.155.peg.850	F245|1578.158.peg.795	F246|1578.151.peg.793	F247|1578.150.peg.795
F228|1578.155.peg.856	F245|1578.158.peg.801	F246|1578.151.peg.799	F247|1578.150.peg.801
F228|1578.155.peg.857	F245|1578.158.peg.802	F246|1578.151.peg.800	F247|1578.150.peg.802
F228|1578.155.peg.861	F245|1578.158.peg.806	F246|1578.151.peg.804	F247|1578.150.peg.806
F228|1578.155.peg.862	F245|1578.158.peg.807	F246|1578.151.peg.805	F247|1578.150.peg.807
F228|1578.155.peg.90	F245|1578.158.peg.108	F246|1578.151.peg.108	F247|1578.150.peg.108
F228|1578.155.peg.904	F245|1578.158.peg.849	F246|1578.151.peg.846	F247|1578.150.peg.849
F228|1578.155.peg.905	F245|1578.158.peg.850	F246|1578.151.peg.847	F247|1578.150.peg.850
F228|1578.155.peg.935	F234|1578.177.peg.915	F236|1578.178.peg.913	F237|1578.154.peg.913
F228|1578.155.peg.95	F245|1578.158.peg.118	F246|1578.151.peg.118	F247|1578.150.peg.118
F228|1578.155.peg.96	F245|1578.158.peg.119	F246|1578.151.peg.119	F247|1578.150.peg.119
F233|1578.182.peg.844	F234|1578.177.peg.781	F236|1578.178.peg.780	F237|1578.154.peg.779
F228|1578.155.peg.977	F245|1578.158.peg.931	F246|1578.151.peg.927	F247|1578.150.peg.931
F228|1578.155.peg.99	F245|1578.158.peg.123	F246|1578.151.peg.123	F247|1578.150.peg.123
F230|1578.175.peg.1092	F245|1578.158.peg.1062	F246|1578.151.peg.1057	F247|1578.150.peg.1062
F230|1578.175.peg.1225	F234|1578.177.peg.1070	F236|1578.178.peg.1069	F237|1578.154.peg.1069
F230|1578.175.peg.219	F234|1578.177.peg.202	F236|1578.178.peg.202	F237|1578.154.peg.202
F230|1578.175.peg.423	F234|1578.177.peg.390	F236|1578.178.peg.390	F237|1578.154.peg.390
F230|1578.175.peg.878	F234|1578.177.peg.1590	F236|1578.178.peg.1606	F237|1578.154.peg.1465
F230|1578.175.peg.92	F234|1578.177.peg.81	F236|1578.178.peg.81	F237|1578.154.peg.81
F230|1578.175.peg.921	F234|1578.177.peg.1543	F236|1578.178.peg.1477	F237|1578.154.peg.1591
F230|1578.175.peg.926	F245|1578.158.peg.912	F246|1578.151.peg.909	F247|1578.150.peg.913
F233|1578.182.peg.1064	F245|1578.158.peg.779	F246|1578.151.peg.777	F247|1578.150.peg.779
F233|1578.182.peg.1065	F245|1578.158.peg.32	F246|1578.151.peg.32	F247|1578.150.peg.32
F233|1578.182.peg.1067	F245|1578.158.peg.45	F246|1578.151.peg.45	F247|1578.150.peg.45
F233|1578.182.peg.107	F234|1578.177.peg.101	F236|1578.178.peg.101	F237|1578.154.peg.101
F233|1578.182.peg.1424	F234|1578.177.peg.1481	F236|1578.178.peg.1489	F237|1578.154.peg.1484
F233|1578.182.peg.165	F234|1578.177.peg.158	F236|1578.178.peg.158	F237|1578.154.peg.158
F233|1578.182.peg.843	F234|1578.177.peg.780	F236|1578.178.peg.779	F237|1578.154.peg.778
F233|1578.182.peg.974	F234|1578.177.peg.893	F236|1578.178.peg.891	F237|1578.154.peg.891
F225|1578.157.peg.165	F225|1578.157.peg.31	F225|1578.157.peg.937
F225|1578.157.peg.304	F234|1578.177.peg.296	F236|1578.178.peg.296
F225|1578.157.peg.782	F230|1578.175.peg.815	F233|1578.182.peg.788
F225|1578.157.peg.785	F230|1578.175.peg.817	F233|1578.182.peg.805
F225|1578.157.peg.804	F230|1578.175.peg.835	F233|1578.182.peg.850
F225|1578.157.peg.805	F230|1578.175.peg.836	F233|1578.182.peg.851
F225|1578.157.peg.807	F230|1578.175.peg.838	F233|1578.182.peg.853
F225|1578.157.peg.860	F233|1578.182.peg.1006	F236|1578.178.peg.1596
F228|1578.155.peg.791	F245|1578.158.peg.735	F247|1578.150.peg.735
F245|1578.158.peg.890	F246|1578.151.peg.887	F247|1578.150.peg.891
F228|1578.155.peg.950	F230|1578.175.peg.877	F233|1578.182.peg.1014
F234|1578.177.peg.103	F236|1578.178.peg.103	F237|1578.154.peg.103
F234|1578.177.peg.104	F236|1578.178.peg.104	F237|1578.154.peg.104
F234|1578.177.peg.1052	F236|1578.178.peg.1051	F237|1578.154.peg.1051
F234|1578.177.peg.1171	F236|1578.178.peg.1170	F237|1578.154.peg.1169
F234|1578.177.peg.1200	F236|1578.178.peg.1199	F237|1578.154.peg.1198
F234|1578.177.peg.1201	F236|1578.178.peg.1200	F237|1578.154.peg.1199
F234|1578.177.peg.1202	F236|1578.178.peg.1201	F237|1578.154.peg.1200
F234|1578.177.peg.1203	F236|1578.178.peg.1202	F237|1578.154.peg.1201
F234|1578.177.peg.1204	F236|1578.178.peg.1203	F237|1578.154.peg.1202
